genes	B cells	T4 cells	T8 cells	DC	Granulocytes	MO	NK cells
RNH1	13722483333.375818	16439177781.544516	18494187498.704903	30196625021.647743	14624408330.410576	44480999981.49237	15774500013.14471
RNMT	979684166.0987295	1536737221.5505304	1397660000.0319943	844489999.2854475	218692611.55012897	789240833.4594312	1125665000.4961822
RNPC3	159004018.80363798	133507499.98448165	129609187.65975109	120409499.84165755	88326286.9194961	64942702.85716281	154271124.98883617
RNPEP	2965592500.7643657	3785650001.9792995	4076200001.2334423	9209149996.704971	9273566669.56174	14422899998.273947	4940787499.692177
RNPEPL1	16172981.64258351	6831451.743823711	15736459.985420894	13977645.816410506	6012716.607900011	8076300.002507423	19767531.697376702
RNPS1	1073475000.0222613	3211733330.6832094	3468374998.559101	1817299998.5870874	1120303332.9790134	2640808334.0433636	2721837499.151512
RO60	2637045835.3552017	5477236109.952741	6709068752.7441225	4110512501.736271	3298472501.4217553	3273408334.4632144	7730100002.95052
ROCK1	2335702503.1361756	3248216666.054903	3916393749.7612042	3705262501.236053	7473808336.501039	3865383325.880399	4662099999.7867565
ROCK2	1054829166.0081083	739076666.7679232	730291250.1908513	882871249.7555466	2255650000.332002	1715158334.6894264	767826249.9218667
ROGDI	5465800.2681629015	15463472.211360442	17110337.22905022	72966636.13781905	77458253.09617041	208495833.39755955	22377348.430079367
ROMO1	128330650.77956273	209869950.4234862	253547499.98066232	203895750.041388	67798808.98839034	345242499.530745	218815239.74415317
RORA	6175760.73461223	23261917.677293494	24542037.980122704	7726514.444029041	25469355.950485636	9702453.53735517	25120071.72796943
RORC	1501530601.9130332	43198291.53874483	78757254.68534283	19283533.79833788	139573677.94216102	30611012.81179002	8673127.736438373
RP13-360B22.2	4419333.080444869	5124805.264034453	5178561.133574627	56086461.268602975	1941238552.7576807	37263538.58492818	4277266.81386473
RP2	874542500.3447165	546409444.3805718	689275624.9200767	2517349996.706698	5703408337.6069355	5311383339.27394	1319773749.1264486
RP9	158188436.4050191	71778669.87608987	91464749.98898752	71605750.02491492	33406130.895001177	54229914.12764329	86129874.94274957
RPA1	7217216668.232852	10983705552.673641	12877587497.711319	8876762492.11688	5891665830.659133	4838791666.269962	12735124998.875063
RPA2	2922955000.4333286	4074219443.60942	4880956246.078708	3340662503.194416	2139461664.363456	2201558331.6884856	4274600001.2005324
RPA3	3547861662.9709735	5926780552.676106	7338031252.223527	4918837501.556871	2920560832.927468	3541916669.1479936	8500287498.073388
RPAIN	46746956.34503454	43276311.208342254	45246304.10171743	10277080.94802473	11905187.619338969	8908709.190966243	28806609.984766416
RPAP1	288492036.42977434	468036305.4194078	725258749.4270582	560726250.3029233	463216833.8703451	189207083.06695727	415365000.4946193
RPAP2	149427312.98155424	95889867.94076565	102816375.03251545	98334245.70691365	347249772.74709976	58506405.05163426	109319000.09724747
RPAP3	831829744.7378839	740921666.6571227	872808749.9314238	861373748.061091	298751666.47040355	645101666.8713642	652521249.5560111
RPE	328794999.99583536	392597778.0549125	505057500.02384895	1129516248.9264216	604823333.9968132	1134967500.9790325	935105000.2216697
RPF1	250561590.34955963	412300833.0730743	464136875.15003324	280377500.0658439	79234099.45293668	60678222.86610038	378097500.3875755
RPF2	564314165.946361	865220000.5204781	1182341874.175676	514463750.01191527	50898725.26357976	246029166.85103944	765901249.7001388
RPIA	696300598.2432334	1323070556.4255455	1745642497.7213693	1136969999.5201516	1722949165.904392	676732500.1378913	1409010000.3107035
RPL10	4809403046.425277	3171877985.4265037	3463130647.4437704	3149454091.189125	719544774.1047755	1892955276.3828936	3448501916.3079762
RPL10A	15314474996.615576	17800305559.43233	19647749989.521313	16852125009.844156	2679046670.037002	6566458336.231155	16293374998.736206
RPL11	254423027.9333712	174048215.57040545	180558778.91881981	233252830.54973134	105787554.6975937	1064899982.7467519	209109462.73913285
RPL12	15067750006.018621	13907194447.269037	16855875004.852463	12336112493.492283	3634320835.3479495	6588616659.429679	13691737513.282146
RPL13	21887749990.58751	22400694454.12894	23307999987.373436	19842500003.79629	3549149998.293447	5733324990.912345	19089499994.27742
RPL13a	10657300002.221643	10351449998.130322	9188293750.187906	11870537503.912962	2560715670.4003015	5355908332.047947	8175287506.59313
RPL13A	10657300002.221643	10351449998.130322	9188293750.187906	11870537503.912962	2560715670.4003015	5355908332.047947	8175287506.59313
RPL14	11656016666.13073	14664811107.93387	15455124993.077919	12653499989.08263	3221955833.4649506	3022310000.470102	13279125004.537907
RPL15	14377891664.231668	16440938887.615892	15455318762.501429	14788625015.35336	3103850003.084947	4322649996.072584	10652612509.90158
RPL17	12094649998.06914	12521652778.04317	13459893743.459948	12608749993.634554	3297833331.049328	8356074995.996785	11196250003.519003
RPL18	21231666689.252304	18590919445.78087	19680687497.874844	18057374987.339497	3142370838.048884	5905133341.7786665	17858374995.602367
RPL18A	259644834.149249	220594015.75667536	211355117.45218572	212497195.17818886	128583904.99486326	229395757.71287778	158692695.61237335
RPL19	15911366689.251741	9733474997.935034	8330203737.695699	12645000005.507526	1813805248.1051598	2083821666.7085018	10293999994.115608
RPL21	9244099989.796911	8987755553.617035	9224106246.233187	8180612501.841778	1137159168.3086426	6576583325.461388	9117274994.6309
RPL22	11614241660.206924	11414388890.279015	14608231250.78002	11535262505.604332	2408329165.474645	8126850011.829361	11039687504.026495
RPL22L1	354166341.16981524	13882136.806038193	26340341.191967573	63072741.284676865	7487939.129864037	24677641.34027506	45877429.21676774
RPL23	11045383334.673716	12197261112.510841	13940250002.135912	11359787495.946297	2523838333.050941	1968760000.9550543	10983049996.37233
RPL23A	16425858331.604506	19208555555.402176	21072437517.03958	17997999984.429462	4712633329.127239	8909750007.306858	16327124988.483692
RPL24	9739208329.77756	11527505558.307364	12718618754.277441	9602350000.497568	1328071213.9987392	3464807498.8094897	10585400001.501495
RPL26	23009441675.713444	6799997221.297949	6338132495.742132	12265162498.698399	2491250914.6210284	4856266673.349378	7153487498.848306
RPL26L1	359103333.3139841	99451777.71500817	57872612.73670526	218807499.97534436	27054267.802358672	58247500.028347485	66408625.00255864
RPL27	13711133318.101267	15119250014.161694	18301812496.04206	12348812494.190464	1623603750.4201138	3473191665.7640996	12797087493.361052
RPL27A	13103716675.74026	11546236109.199398	13994212508.6563	10130099994.327057	1922663668.146805	5132024994.634704	9115787499.352964
RPL28	25202333301.57456	7451386110.881912	6616106249.6233635	9260687504.709494	1910071029.573718	2392774998.6931458	5432412500.645796
RPL29	14284299990.507444	3434986108.9687448	3767487328.5947585	4300100000.586946	3308410830.6842136	1561766665.4041557	2616174998.9060583
RPL3	24172666664.761383	25353138889.398045	25581937501.07151	22055749997.991173	4176965003.1682854	6977675006.790637	22940124996.838223
RPL30	11190258330.954908	12497000006.909046	13557312505.925266	11659749997.018751	2612580835.3368216	5783683324.4603815	10870074992.014437
RPL31	19017333334.08889	5641552779.38396	6025981253.853613	10224912501.896112	2733894999.240804	2485085834.573405	5144962499.171474
RPL32	9160100000.070478	10953472224.421032	9883681254.383053	10190912512.522415	2308737749.775154	5387716665.498906	8795650004.452562
RPL34	15909200006.91302	3209644165.2851815	2978928126.2773175	3585049997.8673425	773913333.7134372	1246173332.2404125	2192974999.21605
RPL35	12384608337.049921	9793652785.015305	6875270618.909828	9809937499.078682	1811064608.0719001	4043277501.4140716	8234924994.107519
RPL35A	5378416669.063809	5451027778.851861	5335537500.77222	4221625000.1440897	836620832.6647553	868656667.0956744	4007587495.7039638
RPL36	5903083329.621629	7059916670.56022	9013437499.687565	6223849996.703457	961914909.6416477	722981322.6816511	6929162503.341848
RPL36AL	9006524994.953592	2406970833.3147507	1856358749.2288482	2582474999.112622	285857074.2613925	769962500.1783118	2217600000.649788
RPL37	187521124.2470437	8504021.366758434	3579087.0828284724	6837012.504531361	7028903.732787185	4873589.4561497895	4389492.483232327
RPL37A	3987191666.342482	4025594448.473174	3607624999.8310947	4335887497.608897	743572635.2791348	469254750.3508869	2783762496.6010633
RPL38	2970366668.2288384	4350150001.603082	4487368749.4811735	3969612500.6325197	574525206.5449823	1519924999.3776405	3259262496.120887
RPL39	1699607163.1791668	2415248887.9511027	2473816169.814248	2734699995.7012396	184586680.30660662	132499649.28465588	2989224414.814767
RPL39P5	1699607163.1791668	2415248887.9511027	2473816169.814248	2734699995.7012396	184586680.30660662	132499649.28465588	2989224414.814767
RPL4	31676833366.20506	38101694421.14658	41372999998.880295	36131874995.74805	4930558331.110583	15602608332.52011	32565374993.619003
RPL5	15773916678.678343	19980694445.431515	21131250000.09815	16275249981.753902	4086183332.0239086	15494949987.60066	17616375009.856686
RPL6	1047011349.1950483	452551042.21473235	345056104.15427965	995071044.3932765	346439589.58934665	1568553170.3341465	461611803.0005388
RPL7	24274083343.345657	32373138883.146957	38192249999.43332	31346625024.844704	6569891665.201386	14586400003.852966	28280124968.036274
RPL7A	990807061.1927953	411056862.1879309	304516083.50796133	880944449.3577993	388962947.6340065	593128247.6363825	298757701.776429
RPL7L1	864035000.1669831	1211531944.036528	1562816250.1994913	883101250.7736249	192319166.69383815	464423333.1525426	1376895001.399158
RPL8	19389999998.993397	18544244447.183453	15762856259.80058	17160250022.005836	2674161089.2923317	3099711664.0986176	16143875002.408112
RPL9	11861291664.494629	14711949994.45516	16418187496.550705	11679012492.096397	2749758332.6555905	5199283333.739826	12660374997.298147
RPLP0	21105300001.040897	27079333325.496475	33184187495.2306	25708625006.921806	5011439168.781561	20172666650.781155	26016249989.88695
RPLP0P6	21105300001.040897	27079333325.496475	33184187495.2306	25708625006.921806	5011439168.781561	20172666650.781155	26016249989.88695
RPLP1	15169841666.185915	12617222223.473555	15761062503.195786	10350774998.474777	4243150000.0654902	9357224997.000605	12726737487.95293
RPLP2	19802416669.460247	17919722219.841206	18637062495.36724	12804500000.820803	7518100004.803718	15477516670.692247	15748750011.633743
RPN1	15001850013.716917	14686977773.899868	15767649996.300514	35047875012.524666	15486674991.130945	22883749992.704792	16001762522.396872
RPN2	275133046.1290936	1317681693.3214412	811526108.7563925	700647141.9734671	614053069.6940633	970850012.872763	223222760.66639876
RPP14	16021450.463082379	49557184.354567744	42792124.573253684	18408050.92270826	11692975.973907068	19150058.613304492	15016361.619073395
RPP21	14506080.777426237	9505558.400230892	6600691.363432658	12542847.395847313	8282070.255023376	5209849.256991518	3957310.1599859893
RPP25	113040848.60080403	126999250.00395149	124663181.32818025	226587250.17026597	40642437.76033069	96977250.00357102	76849999.93580018
RPP25L	30766277.56264646	37589233.51831719	36540125.009560555	32212579.56029395	7504713.440031789	19383689.88570696	32937008.00541988
RPP30	298531367.30661494	602780555.2185587	752821249.5941975	521531249.56272966	100442860.2237301	426238250.1154065	484653750.2560883
RPP38	179396530.03956714	201551333.2514887	231411937.40154967	123983625.09381098	491329723.9745268	101986103.08382851	150139249.83151317
RPP40	102874218.82310005	266083854.12004793	244412374.91492546	141928125.0628428	49565021.15189818	72204845.4393243	188686500.3905579
RPRD1A	320314583.3103484	247331768.1748745	277343750.19520056	495336250.483218	141626021.41818714	193959583.4995093	220120875.00762245
RPRD1B	3481005000.6054688	5241844444.538317	6041837500.552752	2352112498.6554923	2404349166.4741354	2848474999.0807233	5166899997.319385
RPRD2	1496021667.8581216	1599816389.4481308	1730853749.0588708	1290382500.249209	395019582.9995586	764532500.6471596	1515500000.820744
RPS10	1663994656.3748121	1423541666.599981	1739639998.2512224	1271702497.9027693	282390476.29039544	973197499.3742272	1300416251.56972
RPS10-NUDT3	9077616665.422155	9072316668.623158	9764950000.009129	11242687492.52695	2654152995.9484572	5126241665.559609	8951175000.934553
RPS11	19657583316.85809	21456694455.62591	23146250010.958324	21028500002.79986	3331434305.7348523	6092825002.17307	19189500003.737423
RPS12	20915333343.524906	20845805551.283875	18903562518.73074	20014124992.86087	7931716663.9531145	15839416668.896807	19043624994.93019
RPS13	15475208346.192413	16717361106.00042	16016312503.78129	14781874996.39695	3867620833.484581	8911950010.06511	14224637485.568342
RPS14	16785833344.647491	11524355558.433846	14029525002.397367	11977562487.690426	2754613462.2166247	8921158336.287539	12484249992.254358
RPS15	5837483334.393313	7537230552.798022	7870450003.7107935	8156875003.230399	1481617500.2372196	2168196667.9881454	6833499994.004674
RPS15A	9311533326.609718	10598622218.266605	11620637503.409552	10640875015.87206	2749366668.2779503	7569758338.897777	10404712494.928186
RPS16	16561700010.747557	23359944437.628525	27690437542.37554	22463249996.094566	4616870992.321137	8935016652.753197	22137624997.8908
RPS17	13732275001.888853	10209355557.369522	11424787499.902798	9691050007.770767	2862775002.582003	6232449995.280135	8618487498.923687
RPS18	24959083321.448727	24519083326.964943	25983500015.687763	31364374975.00955	12171316664.04653	12345866676.390562	20176500005.750607
RPS19	18262333335.48657	16224111114.54011	18852249993.913628	19175750001.066517	5409475000.393639	11439791668.899721	12455112509.219975
RPS19BP1	206531833.1871679	242488583.25913885	317985625.06491053	96780375.09917454	24550933.91097043	16947342.517763708	218326294.81520152
RPS2	20903249993.89492	29334194452.452938	32962937506.26965	23953124976.28267	4173774997.872801	14242416668.37324	22887750006.58386
RPS20	8851208328.581873	10227452781.355474	12169162515.062078	9802312495.505276	2286409164.019851	6159858337.676244	9712237497.20119
RPS21	8524275004.517011	9827600000.791985	9780899991.387201	8322249997.6633215	4025633336.4513817	7134950000.6952505	7808287499.4507475
RPS23	12091224998.22819	6768083334.327939	7400412498.081426	8627287501.70274	2370708333.299664	5971941668.153777	7319199994.892659
RPS24	5557466671.25933	9597288887.256325	10021843755.25318	6326462497.035036	1304936278.3541217	1620351668.6222813	7097150001.853899
RPS25	14540466650.737114	13850602773.238544	18279993743.327156	12616187495.772839	2434772337.835791	7454250002.536784	10561637505.277344
